DocumentType,DocumentTitle,Abstract,Author,Editor,BookAuthors,PublicationName,Publisher,PublicationYear,PrintedPublicationYear,PublisherCity,Volume,Issue,StartPage,EndPage,BookTitle,BookSeriesTitle,Descriptors,PMID,ID,Correspondence,ISSN,ISBN,DOI
"Journal Article","Inclusion of rural populations in a sample of current mental health intervention research.","Both rural and urban/suburban mental health practitioners are encouraged and sometimes required to use evidence-based practices (EBPs). However, little is known about the body of relevant empirical evidence available to inform effective implementation of EBPs in rural mental health practice. The purpose of this study was to conduct an exploratory systematic review of a sample of current literature describing the testing of psychosocial or behavioral health interventions conducted using a rural sample. A systematic examination of 53 peer-reviewed journals that were published during calendar year 2017 and included the term mental health or behavioral health in their titles was conducted. Selected journals were first systematically reviewed for articles reporting the testing of a psychosocial or behavioral health intervention. The researchers assessed a sample of 183 articles that were determined to report intervention research results and were subsequently assessed for the use of a rural sample. Fewer than 5% (8 of 183) of the included articles identified utilization of a rural population as all or part of the sample. Furthermore, within the 8 included articles, only 2 studies reported findings specific and generalizable to rural practice. The findings of the current study suggest a lack of rural-based mental health outcome research and an urban-centric perspective. The researchers highlight the need for empirical evidence assessing treatment and interventions that are tested and effective within rural community practice. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Trawver, Kathi R.;Brocious, Heidi;Aguiniga, Donna M.","","","","Educational Publishing Foundation","2019","","US","","","No Pagination Specified","No Pagination Specified","","","*Evidence Based Practice;  *Health Care Psychology;  *Intervention;  *Mental Health;  *Rural Environments; Mental Health Personnel; Psychosocial Rehabilitation; Systematic Review","","2019-61760-001","Trawver, Kathi R.: School of Social Work, University of Alaska Anchorage, 3211 Providence Drive, Anchorage, AK, US, 99508, krtrawver@alaska.edu","2163-8969(Electronic);1935-942X(Print)","","https://doi.org/10.1037/rmh0000118"
"Journal Article","A case report illustrating the effects of repetitive transcranial magnetic stimulation on cue-induced craving in an individual with opioid and cocaine use disorder.","Nationally, it was estimated that 11.4 million people misused opioids in 2017 with more than 47,000 opioid-related deaths. Although medication-assisted treatment (MAT) has been effective in enhancing treatment retention and decreasing frequency of opioid use, relapse rates for opioids and other substances remain high, emphasizing the importance of investigating novel interventions to augment MAT. One potential treatment approach is repetitive transcranial magnetic stimulation (rTMS)—a noninvasive, electrophysiological method of neuromodulation. Recently published studies of rTMS in individuals with alcohol, nicotine, and cocaine use disorder have suggested that this treatment shows promise in reducing cravings and substance use. The literature specific to rTMS and opioid use disorder (OUD) is limited to a single published study in heroin users, which showed that a single session of rTMS to the left dorsolateral prefrontal cortex (DLPFC) reduced cue-induced craving, with a further reduction following 5 consecutive days of rTMS. The following case report involved a 25-year-old Caucasian male diagnosed with OUD and cocaine use disorder. This subject continued to demonstrate ongoing substance use despite participating in comprehensive MAT with buprenorphine/naloxone in combination with psychosocial interventions. He was administered 7 separate sessions of rTMS targeting the left DLPFC. Substance-related cues were presented prior to, during, and following these rTMS administration sessions and the subject rated his substance cravings via a 100-point Visual Analog Scale. When compared with his cue-induced craving ratings, there was a mean reduction in craving for heroin and cocaine by ∼60% to 82% following the 7 administration sessions. Although this is a single case, further investigation of rTMS as an augmentation strategy for OUD and polysubstance use is warranted. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Mahoney III, James J.;Marshalek, Patrick J.;Rezai, Ali R.;Lander, Laura R.;Berry, James H.;Haut, Marc W.","","","","American Psychological Association","2019","","US","","","No Pagination Specified","No Pagination Specified","","","*Cocaine;  *Craving;  *Opiates;  *Transcranial Magnetic Stimulation;  *Substance Use Disorder; Cues; Heroin; Neuromodulation","","2019-63649-001","Mahoney, James J., III: Department of Behavioral Medicine and Psychiatry, and Department of Neuroscience, Rockefeller Neuroscience Institute, West Virginia University School of Medicine, Morgantown, WV, US, 26505, james.mahoney@hsc.wvu.edu","1936-2293(Electronic);1064-1297(Print)","","https://doi.org/10.1037/pha0000289"
"Journal Article","Metropolitan Atlanta Community Adolescent Rapid Testing Initiative: The impact of motivational interviewing and intensive case management on the psychosocial and clinical care outcomes of adolescents and young adults with HIV.","Early diagnosis and treatment are critical to preventing HIV-related complications and transmission for adolescents and young adults with HIV. The Metropolitan Atlanta Community Adolescent Rapid Testing Initiative (MACARTI) was a single-center, prospective, nonrandomized, interventional control group study incorporating motivational interviewing psychotherapy strategies with community outreach, HIV testing, and intensive case management. This substudy of MACARTI examined how the motivational interviewing and case management components influenced psychological distress, proactive coping, HIV/AIDS stress, and HIV stigma in association with HIV disease markers (HIV viral load and CD4+ T-cell counts). Ninety-eight adolescents and young adults with HIV (Mage = 21.5 ± 1.8, range 18–24) were allocated to either the standard of care (n = 49) or MACARTI (n = 49) arms, and results were compared between these two groups. Baseline and follow-up surveys measured psychological distress, proactive coping, HIV/AIDS stress, and HIV stigma. MACARTI arm assignment was associated with statistically significant reductions in psychological distress (p = .016), HIV/AIDS stress (p = .023), and the use of more reflective coping (p = .016) and strategic planning strategies (p = .001) during the first 6 months. These results did not remain significant at 1-year follow-up but may still provide support for the integration of psychotherapy strategies into HIV identification, linkage, and retention efforts in the future. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Frieson Bonaparte, Krystal S.;Graves, Chanda C.;Farber, Eugene W.;Gillespie, Scott E.;Hussen, Sophia A.;Thomas-Seaton, LaTeshia;Chakraborty, Rana;Camacho-Gonzalez, Andres F.","","","","Educational Publishing Foundation","2019","","US","","","No Pagination Specified","No Pagination Specified","","","*Adolescent Psychotherapy;  *Case Management;  *Distress;  *HIV;  *Motivational Interviewing; Coping Behavior; HIV Testing; Outreach Programs; Stigma; Stress","","2019-62569-001","Frieson Bonaparte, Krystal S.: Atlanta Veterans Affairs Health Care System, 1670 Clairmont Road, Decatur, GA, US, 30033, krystal.friesonbonaparte@va.gov","1939-1536(Electronic);0033-3204(Print)","","https://doi.org/10.1037/pst0000256"
"Journal Article","Blessing or BS? The therapy experiences of transgender and gender nonconforming clients obtaining referral letters for gender affirming medical treatment.","Many transgender and gender nonconforming (TGNC) clients seek to obtain referral letters for gender affirming medical treatment from their mental health providers, but little is known about how the process of obtaining referral letters impacts TGNC clients’ therapy experiences. We conducted semistructured interviews with 15 TGNC individuals who obtained a referral letter for gender affirming medical intervention from their therapists. Thematic analysis revealed 2 core themes: (a) “bullsh*t” (or “BS”) participants endured due to the referral letter requirement and (b) “blessings” that TGNC individuals experienced because of this requirement. Participants revealed that they had better therapy experiences when their therapists actively affirmed their gender and choices related to transition, acted to facilitate transition, provided knowledge and resources to help them navigate transition, and collaborated with them to determine the focus of therapy. Recommendations for training, practice, and future research are provided. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Brown, Holly M.;Rostosky, Sharon Scales;Reese, Robert J.;Gunderson, Christopher J.;Kwok, Cheryl;Ryser-Oatman, Todd","","","","American Psychological Association","2019","","US","","","No Pagination Specified","No Pagination Specified","","","*Gender Identity;  *Mental Health Services;  *Professional Referral;  *Therapists;  *Transgender; Intervention; Interviews; Test Construction; Thematic Analysis","","2019-61768-001","Brown, Holly M.: P.O. Box 4037, Louisville, KY, US, 40204, holly.michelle.brown@gmail.com","1939-1323(Electronic);0735-7028(Print)","","https://doi.org/10.1037/pro0000274"
"Journal Article","An evaluation of clinical practice guidelines for self-harm in adolescents: The role of borderline personality pathology.","Borderline personality disorder (BPD) is associated with high rates of self-harm, suicide attempts, and death by suicide in adults and adolescents. Screening and assessment of BPD in self-harming adolescents could be an important clinical intervention. The aim of this article was to identify whether existing clinical practice guidelines (CPGs) for the care of self-harm in adolescents considered the screening, diagnosis, and/or treatment of BPD. Previous work by Courtney, Duda, Szatmari, Henderson, and Bennett (2018) used Preferred Reporting Items for Systematic Reviews and Meta-Analyses methods to identify 10 CPGs relevant to self-harm in children and adolescents. In this study, the 10 CPGs were reviewed for content about screening, assessment, and/or treatment recommendations for adolescents with BPD. Out of the 10 CPGs, 4 acknowledged the association between BPD and self-harm in adolescents. There was minimal to no guidance provided in the CPGs regarding specific screening, assessment, or treatment strategies for BPD. This may be due to the lack of evidence for efficacy and effectiveness of screening for BPD, thereby limiting the development of guideline recommendations. Studies that examine the impact of screening for BPD in clinical settings are needed. In the interim, CPGs should cite the prevalence of BPD in adolescents who self-harm and reference research showing the benefit of treatment with dialectical behavioral therapy for self-harm and suicide attempts in youth with BPD. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Boylan, Khrista;Chahal, Jasmine;Courtney, Darren B.;Sharp, Carla;Bennett, Kathryn","","","","Educational Publishing Foundation","2019","","US","10","6","500","510","","","*Borderline Personality Disorder;  *Clinical Practice;  *Major Depression;  *Screening Tests;  *Self-Injurious Behavior; Adolescent Psychopathology; Attempted Suicide; Treatment Guidelines","31478716","2019-51319-001","Boylan, Khrista: McMaster Children’s Hospital, 1200 Main Street West, Hamilton, ON, Canada, L8N 3Z5, boylank@mcmaster.ca","1949-2723(Electronic);1949-2715(Print)","","https://doi.org/10.1037/per0000349"
"Journal Article","Efficacy of a reminiscing and emotion training intervention on maltreating families with preschool-aged children.","The current investigation reports the results of a randomized controlled trial of a brief, relational intervention for maltreated preschool-aged children and their mothers, called Reminiscing and Emotion Training (RET). RET facilitates elaborative and emotionally supportive parent–child communication, which is an essential component of the parent–child relationship and is especially relevant for the preschool age period. Participants were 248 children between the ages of 3- to 6-years-old and their mothers. Following a baseline assessment, 165 maltreating families were randomized into RET or a Community Standard (CS) condition in which families received case management and written parenting information; 83 families participated in the nonmaltreating comparison condition. Results indicated that the key mechanisms targeted by the RET interventions were enhanced, such that mothers who participated in RET were significantly better in elaboration and sensitive guidance during reminiscing at the posttest than were maltreating mothers who did not receive the intervention, with medium to large effect sizes; additionally, mothers in the RET group were more elaborative than mothers from the nonmaltreatment group. Children in the RET condition also contributed significantly more memories and had better emotional knowledge than did children in the CS condition, controlling for baseline values and language, and approximated the functioning of nonmaltreated children. These findings add to a growing literature underscoring the benefits of brief, focused, relational interventions for maltreated children and their caregivers. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Valentino, Kristin;Cummings, E. Mark;Borkowski, John;Hibel, Leah C.;Lefever, Jennifer;Lawson, Monica","","","","American Psychological Association","2019","","US","55","11","2365","2378","","","*Child Abuse;  *Intervention;  *Mother Child Relations;  *Reminiscence;  *Training; Emotions; Family; Memory; Mothers","31380660","2019-45543-001","Valentino, Kristin: Department of Psychology, University of Notre Dame, 390 Corbett Family Hall, Notre Dame, IN, US, 46556, kristin.valentino@nd.edu","1939-0599(Electronic);0012-1649(Print)","","https://doi.org/10.1037/dev0000792"
"Journal Article","Agreement between structured descriptive assessments and functional analyses conducted over a telehealth system.","This study examined whether experimental functional analyses (FAs) conducted by parents at home with coaching via telehealth would produce differentiated results, and compared these results to the functions identified from structured descriptive assessments (SDAs) also conducted by parents at home via telehealth. Four boys between the ages of 4- and 8-years old with intellectual and developmental disabilities and their parents participated. All assessments were conducted in the children’s homes with their parents serving as intervention agents and with coaching from remote behavior therapists using videoconferencing technology. Parent-implemented FAs produced differentiated results for all 4 children in the study. Overall, analyzing antecedent-behavior (A-B) and behavior-consequence (B-C) relations from the SDA videos identified only half of the functions identified by the FAs. For children whose SDA results were differentiated, analyzing A-B relations correctly identified 4 of 5 functions. Analyzing B-C relations correctly identified 5 of 6 functions identified by the experimental FA, but overidentified attention for all children. Implications for conducting functional analyses and interpreting structured descriptive assessment via telehealth are discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Martens, Brian K.;Baxter, Emily L.;McComas, Jennifer J.;Sallade, Samantha J.;Kester, Johanna S.;Caamano, Miguel;Dimian, Adele;Simacek, Jessica;Pennington, Brittany","","","","Educational Publishing Foundation","2019","","US","19","4","343","356","","","*Developmental Disabilities;  *Functional Analysis;  *Telemedicine;  *Coaching; Behavior Therapy; Intervention; Parents; Therapists","","2019-03824-001","Martens, Brian K.: Department of Psychology, Syracuse University, 430 Huntington Hall, Syracuse, NY, US, 13244, bkmarten@syr.edu","2372-9414(Electronic)","","https://doi.org/10.1037/bar0000153"
"Journal Article","Predicting implementation of an empirically supported treatment for cancer patients using the theory of planned behavior.","Background: There is a continuing gap between the availability of cancer control empirically supported treatments (ESTs) to address psychological needs of cancer patients and their dissemination to and implementation by providers in the community. The Theory of Planned Behavior (TPB), with constructs of attitudes, subjective norms, perceived behavioral control, and intentions, is used to understand the pathways to and prediction of providers’ behavior, that is, implementation of a cancer control EST and its provision to patients. Purpose: The purpose of the study was to prospectively test the TPB in predicting providers’ usage of a cancer-specific EST, the biobehavioral intervention (BBI). Method: Providers (N = 166) were trained. At training’s end, providers completed measures of attitudes, perceived behavioral control, and intentions to use the BBI, and their supervisors completed measures of attitudes operationalized as subjective norms. Providers were followed up and 4 months later reported their usage of the BBI with patients in the last 2 months. Regression-based path analyses tested attitudes, perceived behavioral control, subjective norms, and intentions as predictors of BBI usage and for the possible effect of intentions as a mediator. Results: Provider’s BBI usage was high, delivered to 65.6% of patients. Providers’ attitudes toward the BBI (b = .006; 95% confidence interval [CI: .002, .010]) and subjective norms (supervisors’ attitudes toward providers’ EST usage; b = .021; 95% CI [.007, .034]) predicted usage. Intentions predicted usage in univariate analyses but was not a mediator for usage. Conclusions: Use of theory in implementation science can test and identify variables key to implementation success. Here the TPB identified providers’ and supervisors’ attitudes as predictors of EST usage. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Lo, Stephen B.;Ryba, Marlena M.;Brothers, Brittany M.;Andersen, Barbara L.","","","","American Psychological Association","2019","","US","38","12","1075","1082","","","*Evidence Based Practice;  *Intervention;  *Neoplasms;  *Psychological Needs;  *Reasoned Action; Attitudes; Health Care Delivery; Intention; Test Construction; Health Personnel","31512921","2019-54299-001","Andersen, Barbara L.: Department of Psychology, Ohio State University, 149 Psychology Building, 1835 Neil Avenue Mall, Columbus, OH, US, 43210, andersen.1@osu.edu","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000794"
"Journal Article","Correlates and predictors of mental health care utilization for veterans with PTSD: A systematic review.","Objective: Treatment utilization among veterans with posttraumatic stress disorder (PTSD) is low. Understanding correlates and predictors of mental health care for veterans with PTSD is critical to facilitating treatment utilization. However, given the size of the literature base and disparate findings, it is difficult to interpret available research. Correlates and predictors of mental health care for veterans with PTSD published between 2012 and 2016 were examined to (a) define the scope of recent literature and (b) summarize predictive evidence. Method: This 2-phase systematic review conducted scientific database searches. Phase 1 defined the scope of recent literature (n = 51) and tabulated types of correlates, outcomes, and sources of bias. Phase 2 summarized results from prospective studies (n = 17) evaluating mental health care utilization (PROSPERO ID No. CRD42017082686). Results: Demographics−social network characteristics (61%) and evaluated need (61%) were the most common correlates of mental health utilization. Facilitators with the strongest evidence for predicting utilization (both initiation and retention) were characteristics of the episode of care (e.g., mental health in primary care) and greater PTSD symptom severity. Study biases favoring Department of Veterans Affairs (VA) enrollees (92%) and excluding outside VA care outcomes (86%) limit generalizability of results. Conclusions: Efforts focused on providing mental health in primary care, interventions to address mental health beliefs, and outreach to racial−ethnic minority veterans and those with mild to moderate PTSD could increase mental health care utilization. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Johnson, Emily M.;Possemato, Kyle","","","","Educational Publishing Foundation","2019","","US","11","8","851","860","","","*Health Care Utilization;  *Health Care Seeking Behavior;  *Mental Health;  *Military Veterans;  *Posttraumatic Stress Disorder; Prediction","30998061","2019-21140-001","Johnson, Emily M.: VA Center for Integrated Healthcare, Syracuse VA Medical Center, 800 Irving Avenue 116C, Syracuse, NY, US, 13210, emily.johnson1@va.gov","1942-969X(Electronic);1942-9681(Print)","","https://doi.org/10.1037/tra0000461"
"Journal Article","Effects of emulation training on activities of daily living and job-related skills.","As children get older and prepare for a life of self-reliance, it becomes necessary for them to acquire new skills as well as generalize responding across novel settings—without the continuous involvement of a parent or teacher. The ability for an individual to emulate their environment, rather than imitate or rely on cues provided by others, translates to a level of greater independence. Emulation occurs when an individual emits one or more responses that produce an environmental change such that the change mimics or matches the condition of a visual model. The present study tested a procedure to assess the presence of emulation, to train emulation, and to test whether having it in one’s repertoire would result in participants emulating novel tasks independently. Results showed that all participants emulated novel tasks after completing emulation training. These results are discussed as they relate to programming for daily living and vocational tasks. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Matthews, Katherine M.;Newcomb, Eli T.;Morgan, Christopher A.;Chen, Ting;Vanderburg, Nicholas","","","","Educational Publishing Foundation","2019","","US","19","4","379","388","","","*Activities of Daily Living;  *Autism Spectrum Disorders;  *Mirroring;  *Observational Learning;  *Training; Employee Skills; Environmental Adaptation; Intervention; Test Construction","","2019-11855-001","Matthews, Katherine M.: The Faison Center, 1701 Byrd Avenue, Richmond, VA, US, 23230, kmatthews@faisoncenter.org","2372-9414(Electronic)","","https://doi.org/10.1037/bar0000161"
"Journal Article","Mexican immigrant fathers’ recognition of and coping with maternal depression: The influence of meaning-making on marital and co-parenting roles among men participating in a family intervention.","Fathers play a critical role in recognizing and responding to maternal depression and providing support to the family during the mothers’ illness and recovery. Our study adopted a dual method approach, initially consisting of sample interviewing with 10 Mexican immigrant fathers about their partner’s depression and recovery, co-parenting, and fathers’ coping. Fathers, their partners, and children participated in a family intervention to support the mother’s recovery and address the needs of the family. Approximately 12 months from sample interviews and 8 months after the intervention, we conducted in-depth case studies with 3 of those fathers to explore how their recognition, support, and coping evolved. Results from interviews across time points present fathers’ initial and evolving understanding of maternal depression, and a case study example reflects how fathers’ recognition of their partners’ depression changed, as did their marital and family interactions, as they shifted attribution of their partners’ depression from a controllable state to one of illness. Receipt of accurate information about depression increased fathers’ recognition of depression and allowed them to expand traditional gender norms to take an active role in supporting their partners and children. Fathers’ experiences were not without emotional cost, with many men recounting anxiety, shame, loneliness, and helplessness. This study underscores the importance of including fathers in interventions and research on maternal depression in immigrant families, and it offers recommendations for culturally grounded, family-focused interventions. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Valdez, Carmen R.;Martinez, Elizabeth","","","","Educational Publishing Foundation","2019","","US","7","4","304","321","","","*Coping Behavior;  *Family Intervention;  *Fathers;  *Immigration;  *Major Depression; Family; Marital Relations; Meaning; Mothers; Roles; Coparenting","","2019-20698-001","Valdez, Carmen R.: Department of Population Health, Dell Medical School, and the Steve Hicks School of Social Work, The University of Texas at Austin, Health Discovery Building, Room 4.812, 1701 Trinity Street, Austin, TX, US, 78712, crvaldez@utexas.edu","2578-8094(Electronic);2578-8086(Print)","","https://doi.org/10.1037/lat0000132"
"Journal Article","Associations between self-monitoring and weight change in behavioral weight loss interventions.","Objective: The current study is a secondary analysis of the Live SMART trial, a randomized controlled trial comparing a behavioral weight loss (BWL) condition delivered via smartphone (SMART) to a group-based BWL condition (GROUP) and a control condition (CONTROL). Given the established importance of self-monitoring for weight loss, the aims were to evaluate bidirectional associations between adherence to self-monitoring and weight change and to examine the moderating effect of treatment condition on these associations. Method: Adults with overweight/obesity (n = 276; 83% women; 92.8% White; Mage = 55.1 years; Mbody mass index = 35.2 kg/m2) were instructed to self-monitor dietary intake, daily weight, and physical activity minutes via paper diaries in GROUP and CONTROL and via a smartphone application in SMART. All participants were weighed monthly at the research center. Adherence to self-monitoring was assessed via examination of self-monitoring records. Results: Generalized linear mixed models revealed that adherence to self-monitoring of dietary intake, self-weighing, and physical activity for each month was associated with weight change throughout that month, such that increased frequency of self-monitoring led to greater weight loss (ps < .001). For the GROUP condition only, poorer weight losses in 1 month were prospectively associated with poor adherence to self-monitoring the following month (ps ≤ .01). Conclusions: Results provide evidence of a bidirectional association between self-monitoring and weight change. Better self-monitoring was consistently associated with better weight loss across intervention and tracking modalities. Poorer weight loss was prospectively associated with poorer self-monitoring in group treatment, suggesting that social influences could drive adherence in this form of treatment. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Goldstein, Stephanie P.;Goldstein, Carly M.;Bond, Dale S.;Raynor, Hollie A.;Wing, Rena R.;Thomas, J. Graham","","","","American Psychological Association","2019","","US","38","12","1128","1136","","","*Self-Monitoring;  *Treatment Compliance;  *Group Intervention;  *Weight Loss;  *Mobile Health; Body Weight; Food Intake; Physical Activity; Smartphones","31556659","2019-57535-001","Thomas, J. Graham: Department of Psychiatry and Human Behavior, Warren Alpert Medical School of Brown University, and The Miriam Hospital Weight Control and Diabetes Research Center, 196 Richmond Street, Providence, RI, US, 02903, jthomas4@lifespan.org","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000800"
"Journal Article","Online expressive writing intervention for reintegration difficulties among veterans: Who is most likely to benefit?","Objective: Some veterans may benefit from psychosocial interventions to facilitate reintegration and prevent chronic impairments following discharge from the service. In a randomized controlled trial, an online expressive writing intervention for Iraq and Afghanistan War veterans with reintegration difficulties reduced distress relative to control conditions, albeit with small between-group effect sizes (Sayer, Noorbaloochi et al., 2015). The aims of this study were to further explore changes in distress severity in the parent study’s experimental group by identifying subgroups with similar trajectories and examining predictors of those trajectories. Method: We used latent class growth modeling to identify trajectories of change in distress among veterans randomized into expressive writing (N = 508). We also tested six predictors of trajectory membership: baseline probable PTSD, social support, combat exposure, sex, VA user status, and active-duty versus National Guard/Reserve status. The sample was mostly White, middle-aged, Army veterans deployed from active duty, all of whom reported reintegration difficulties. Results: A four-class model, with the following classes, best fit the data: Low Baseline Distress–Moderate Decrease (60%; Cohen’s d = −0.69), Moderate Baseline Distress–No Change (25%; Cohen’s d = −0.16), Severe Baseline Distress–Small Increase (10%; Cohen’s d = 0.23), and Severe Baseline Distress–Very Large Decrease (5%; Cohen’s d = −4.80). Veterans without probable PTSD, with less combat exposure, and with higher social support were more likely to be in classes with decreasing distress. Conclusion: Analyses revealed several subgroups with unique patterns of change. Non-therapist-assisted expressive writing may be most suitable for veterans with less complex psychosocial problems. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Frankfurt, Sheila;Frazier, Patricia;Litz, Brett T.;Schnurr, Paula P.;Orazem, Robert J.;Gravely, Amy;Sayer, Nina","","","","Educational Publishing Foundation","2019","","US","11","8","861","868","","","*Creative Writing;  *Distress;  *Intervention;  *Military Veterans;  *Reintegration; Human Sex Differences; Posttraumatic Stress Disorder; Social Support; Mixture Modeling","30998059","2019-21486-001","Frankfurt, Sheila: Veterans Affairs VISN 17 Center of Excellence for Research on Returning War Veterans, 4800 Memorial Drive (151C), Waco, TX, US, 76711, sheila.frankfurt@va.gov","1942-969X(Electronic);1942-9681(Print)","","https://doi.org/10.1037/tra0000462"
"Journal Article","Randomized controlled trials evaluating the effectiveness of a direct-to-consumer marketing campaign for social anxiety disorder.","Attitudinal barriers impede treatment-seeking behaviors in individuals with anxiety disorders. Direct-to-consumer (DTC) marketing campaigns can be a useful approach for reducing barriers and promoting evidence-based psychotherapy; however, little research evaluating the effectiveness of such campaigns for the anxiety disorders exists. The current project presents the results of 2 studies that tested the impact of a brief video campaign focused on social anxiety disorder (SAD) and cognitive–behavioral therapy (CBT), aimed to improve knowledge, reduce stigma, and improve attitudes/perceptions toward evidence-based psychotherapy. Study 1 (N = 220) tested the impact of this campaign in a cross-sectional sample, and Study 2 (N = 276) was a preregistered project designed to replicate and extend results from Study 1 using a more tailored stigma instrument and testing the durability of effects (i.e., over 2-week follow-up). Both studies demonstrate that the campaign had a meaningful and lasting impact on knowledge about SAD and CBT, though the impact on stigma and treatment attitudes was less encouraging. This is the first study to assess the sustained impacts of a DTC campaign developed for an anxiety disorder and its evidence-based psychotherapeutic treatment. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Ponzini, Gabriella T.;Schofield, Casey A.","","","","Educational Publishing Foundation","2019","","US","4","4","450","461","","","*Cognitive Behavior Therapy;  *Evidence Based Practice;  *Social Phobia;  *Stigma;  *Treatment Barriers; Anxiety Disorders; Client Attitudes; Digital Video; Health Care Seeking Behavior; Marketing; Test Construction; Treatment Effectiveness Evaluation","","2019-06649-001","Ponzini, Gabriella T.: Department of Psychology, West Virginia University, 1222 Life Sciences Building, Morgantown, WV, US, 26505, gp0021@mix.wvu.edu","2376-6964(Electronic);2376-6972(Print)","","https://doi.org/10.1037/sah0000163"
"Journal Article","The effect of early discrimination on accelerated aging among African Americans.","Objective: This study examined the role of depressive symptoms in mediating the relationship between early life experiences of racial discrimination and accelerated aging in adulthood for African Americans (i.e., prediction over a 19-year period, from ages 10 to 29) after adjusting for gender and health behaviors. Method: Longitudinal self-report data over 7 waves of data collection from the Family and Community Health Study were utilized. The sample included 368 African Americans with usable gene expression data to compute accelerated aging, as well as complete data on all self-report variables including racial discrimination (Schedule of Racist Events) and depression (Diagnostic Interview Schedule for Children—Version 4). Blood was collected by antecubital blood draws from participants at age 29. The proposed model was tested by path analysis. Results: Findings revealed that high discrimination at ages 10–15 was associated with depression at ages 20–29 (β = .19, p = .001), controlling for depression at ages 10–15, which, in turn, was related to accelerated cellular-level aging (β = .11, p = .048) after controlling for gender, alcohol consumption, and cigarette use. The indirect effect of racial discrimination on aging through depression at ages 20–29 was significant (β = .021, 95% confidence interval [.001, .057]), accounting for 32.3% of the total variance. Conclusion: These findings support research conceptualizations that early life stress due to racial discrimination lead to sustained negative affective states continuing into young adulthood that confer risk for accelerated aging and possibly premature disease and mortality in African Americans. These findings advance knowledge of potential underlying mechanisms that influence racial health disparities. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Carter, Sierra E.;Ong, Mei Ling;Simons, Ronald L.;Gibbons, Frederick X.;Lei, Man Kit;Beach, Steven R. H.","","","","American Psychological Association","2019","","US","38","11","1010","1013","","","*Aging;  *Blacks;  *Major Depression;  *Race and Ethnic Discrimination;  *Racism; Acceleration Effects; Early Experience; Health; Symptoms","","2019-42997-001","Carter, Sierra E.: Department of Psychology, Georgia State University, 140 Decatur Street, Suite 1134, Atlanta, GA, US, 30303, scarter66@gsu.edu","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000788"
